id_ponto,latitude_wgs84,longitude_wgs84,indice_final,motivo_veto,nota_vento,nota_dist_rede,nota_declive,nota_uso_solo,nota_conservacao,vento_bruto_ms,radiacao_solar_bruta,declive_bruto_graus,solo_bruto_codigo,restricao_dados_json,dist_urbana_bruto_km,dist_rede_bruto_km,pct_intersecao_urbana
429,-5.608876629511193,-37.52180548502872,7.27,Aprovado,8.320105820105821,9.234,7.293333333333334,2.0,10.0,6.29,6.02,4.06,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",15.77,11.49,0.0
934,-5.471491905116436,-36.93563230662344,7.27,Aprovado,8.981481481481483,9.082,5.08,2.0,10.0,6.79,5.97,7.38,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.54,13.77,0.0
1281,-6.238387596543913,-36.57149159593995,7.27,Aprovado,8.902116402116404,9.721333333333334,3.793333333333333,2.0,10.0,6.73,5.85,9.31,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.8,4.18,0.0
1284,-6.373958152460337,-36.57086031256717,7.27,Aprovado,9.007936507936508,9.176666666666666,4.7333333333333325,2.0,10.0,6.81,5.85,7.9,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.29,12.35,0.0
1766,-6.189664954093921,-35.89456426361375,7.27,Aprovado,9.2989417989418,9.117999999999999,3.6866666666666656,2.0,10.0,7.03,5.57,9.47,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.09,13.23,0.0
1161,-6.55535614938686,-36.70556328874574,7.27,Aprovado,9.007936507936508,8.276,7.0,2.0,10.0,6.81,5.85,4.5,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.51,25.86,0.0
2240,-6.455725683038305,-35.170782907637616,7.27,Aprovado,9.444444444444445,5.568666666666666,6.38,6.0,5.2813,7.14,5.57,5.43,20,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 67.41, ""Nenhuma"": 32.59}",4.53,66.47,0.0
274,-5.157982385950672,-37.74720673197023,7.27,Aprovado,9.37830687830688,7.060666666666666,8.533333333333333,2.0,10.0,7.09,6.02,2.2,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",14.99,44.09,0.0
275,-5.202408393144612,-37.74831943739464,7.27,Aprovado,9.37830687830688,7.028,8.58,2.0,10.0,7.09,6.02,2.13,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",18.08,44.58,0.0
541,-6.468370347016632,-37.37682144749963,7.26,Aprovado,7.57936507936508,4.338666666666667,6.393333333333333,10.0,10.0,5.73,6.09,5.41,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.55,84.92,0.0
1732,-6.144760839549345,-35.9399530924085,7.25,Aprovado,9.66931216931217,9.172666666666666,1.8999999999999995,2.0,10.0,7.31,5.57,12.15,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.7,12.41,0.0
431,-5.6993106366263,-37.52157595613678,7.25,Aprovado,8.320105820105821,9.868,5.5,2.0,10.0,6.29,6.02,6.75,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.03,1.98,0.0
1223,-5.515514491352673,-36.61972656564544,7.25,Aprovado,8.981481481481483,8.207333333333333,7.02,2.0,10.0,6.79,5.97,4.47,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.01,26.89,0.0
326,-4.941935150085458,-37.64037818292898,7.25,Aprovado,9.37830687830688,7.3580000000000005,7.626666666666666,2.0,10.0,7.09,5.99,3.56,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",13.43,39.63,0.0
2192,-6.230726213030992,-35.26264997484056,7.25,Aprovado,10.0,7.332000000000001,5.24,2.0,9.93,7.56,5.57,7.14,3,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 1.0, ""Nenhuma"": 99.0}",5.14,40.02,0.0
417,-5.066266698228045,-37.523104444038,7.25,Aprovado,9.37830687830688,8.575333333333333,7.76,2.0,3.513,7.09,6.02,3.36,4,"{""Prote\u00e7\u00e3o Integral"": 64.87, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 35.13}",8.05,21.37,0.0
388,-5.066368079894518,-37.56819861103536,7.25,Aprovado,9.37830687830688,8.269333333333332,7.800000000000001,2.0,4.968999999999999,7.09,6.02,3.3,4,"{""Prote\u00e7\u00e3o Integral"": 50.31, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 49.69}",3.61,25.96,0.0
1112,-6.284385872200446,-36.7519452132104,7.25,Aprovado,9.007936507936508,8.467333333333332,6.32,2.0,10.0,6.81,5.85,5.52,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.74,22.99,0.0
1729,-6.0092611194326455,-35.940719088882304,7.25,Aprovado,9.66931216931217,9.113333333333333,2.0266666666666664,2.0,10.0,7.31,5.57,11.96,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.13,13.3,0.0
1105,-5.968011262809524,-36.75326903735545,7.24,Aprovado,8.902116402116404,8.615333333333334,6.206666666666667,2.0,10.0,6.73,5.97,5.69,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.24,20.77,0.0
681,-5.381942665471192,-37.2065731378748,7.24,Aprovado,8.320105820105821,8.938666666666666,7.76,2.0,10.0,6.29,6.02,3.36,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",18.37,15.92,0.0
276,-5.247630327750268,-37.74822967701374,7.24,Aprovado,9.37830687830688,6.968,8.473333333333333,2.0,10.0,7.09,6.02,2.29,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",21.85,45.48,0.0
402,-5.699424762336135,-37.56671675303642,7.24,Aprovado,8.320105820105821,9.563333333333334,6.226666666666667,2.0,10.0,6.29,6.02,5.66,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.5,6.55,0.0
1280,-6.193197241944777,-36.571698948268136,7.24,Aprovado,8.902116402116404,9.432666666666666,4.226666666666667,2.0,10.0,6.73,5.85,8.66,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.24,8.51,0.0
1761,-5.963841726542433,-35.895859680500735,7.24,Aprovado,9.2989417989418,9.277999999999999,3.0199999999999996,2.0,10.0,7.03,5.8,10.47,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.3,10.83,0.0
1428,-6.147155447537361,-36.39131300663828,7.24,Aprovado,9.66931216931217,8.888666666666667,2.493333333333333,2.0,10.0,7.31,5.85,11.26,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.0,16.67,0.0
304,-5.247538324059052,-37.70311932020261,7.24,Aprovado,9.37830687830688,7.290666666666667,7.673333333333333,2.0,10.0,7.09,6.02,3.49,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",19.28,40.64,0.0
430,-5.654093669363699,-37.52169118689742,7.24,Aprovado,8.320105820105821,9.563333333333334,6.26,2.0,10.0,6.29,6.02,5.61,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",13.81,6.55,0.0
1693,-5.874005801505198,-35.98657319984333,7.23,Aprovado,9.66931216931217,9.772666666666666,0.23333333333333317,2.0,10.0,7.31,5.8,14.65,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.28,3.41,0.0
1081,-6.646155231997842,-36.79554813921994,7.23,Aprovado,9.007936507936508,8.61,5.713333333333334,2.0,10.0,6.81,5.85,6.43,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.36,20.85,0.0
1063,-5.83259928074399,-36.79894684553842,7.23,Aprovado,8.902116402116404,8.840666666666667,5.546666666666667,2.0,10.0,6.73,5.97,6.68,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.83,17.39,0.0
637,-5.291650884523945,-37.25193891588204,7.23,Aprovado,8.320105820105821,8.969333333333333,7.546666666666666,2.0,10.0,6.29,6.02,3.68,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",7.44,15.46,0.0
1254,-6.912825075049701,-36.61559832919435,7.22,Aprovado,9.272486772486774,8.985999999999999,3.653333333333334,2.0,10.0,7.01,5.85,9.52,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",11.01,15.21,0.0
1797,-6.099073723946682,-35.84996823505545,7.22,Aprovado,9.2989417989418,8.474,4.846666666666667,2.0,10.0,7.03,5.57,7.73,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.0,22.89,0.0
173,-6.288208493909168,-37.971921312182,7.22,Aprovado,7.4603174603174605,4.548666666666667,6.013333333333333,10.0,10.0,5.64,6.09,5.98,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",7.71,81.77,0.0
1042,-6.646354533529264,-36.84075084855782,7.22,Aprovado,9.007936507936508,8.368666666666666,6.273333333333333,2.0,10.0,6.81,5.85,5.59,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.57,24.47,0.0
638,-5.336862363965143,-37.25181141543265,7.22,Aprovado,8.320105820105821,8.873999999999999,7.686666666666666,2.0,10.0,6.29,6.02,3.47,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",11.41,16.89,0.0
387,-5.021149239285498,-37.568297698278506,7.22,Aprovado,9.37830687830688,8.123333333333333,7.58,2.0,5.617999999999999,7.09,6.02,3.63,4,"{""Prote\u00e7\u00e3o Integral"": 43.82, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 56.18}",7.18,28.15,0.0
1111,-6.239189746308055,-36.75213859756438,7.22,Aprovado,8.902116402116404,8.459999999999999,6.46,2.0,10.0,6.73,5.85,5.31,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.82,23.1,0.0
1724,-5.783426560650501,-35.941957120174585,7.21,Aprovado,9.66931216931217,9.195333333333334,1.4600000000000002,2.0,10.0,7.31,5.8,12.81,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.43,12.07,0.0
247,-5.20723340529536,-37.77844629684066,7.21,Aprovado,9.37830687830688,6.802666666666667,8.606666666666667,2.0,10.0,7.09,6.02,2.09,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",20.95,47.96,0.0
446,-5.066162175920302,-37.4780112052753,7.21,Aprovado,9.37830687830688,8.866,6.693333333333333,2.0,3.472,7.09,6.02,4.96,4,"{""Prote\u00e7\u00e3o Integral"": 65.28, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 34.72}",9.93,17.01,0.0
403,-5.744642567711365,-37.56660413311465,7.21,Aprovado,8.320105820105821,9.510666666666665,6.006666666666667,2.0,10.0,6.29,6.02,5.99,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.54,7.34,0.0
1147,-5.922629771075945,-36.70831485774603,7.21,Aprovado,8.902116402116404,9.078666666666667,4.786666666666667,2.0,10.0,6.73,5.97,7.82,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.97,13.82,0.0
246,-5.174790461886274,-37.77214498328015,7.21,Aprovado,9.37830687830688,6.872,8.413333333333334,2.0,10.0,7.09,6.02,2.38,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",18.32,46.92,0.0
1203,-6.509954651060017,-36.66058308084033,7.21,Aprovado,9.007936507936508,8.004666666666667,7.039999999999999,2.0,10.0,6.81,5.85,4.44,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.58,29.93,0.0
1041,-6.60115633314226,-36.84094742675941,7.21,Aprovado,9.007936507936508,8.138666666666666,6.733333333333333,2.0,10.0,6.81,5.85,4.9,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.44,27.92,0.0
428,-5.563659517642394,-37.5219188508864,7.21,Aprovado,8.320105820105821,8.902666666666667,7.553333333333333,2.0,10.0,6.29,6.02,3.67,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",10.78,16.46,0.0
457,-5.563544674183109,-37.476789446658486,7.21,Aprovado,8.320105820105821,8.880666666666666,7.653333333333333,2.0,10.0,6.29,6.02,3.52,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",11.5,16.79,0.0
174,-6.333432242912524,-37.971832150302895,7.21,Aprovado,7.4603174603174605,4.285333333333333,6.539999999999999,10.0,10.0,5.64,6.09,5.19,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.0,85.72,0.0
492,-5.608641585796801,-37.43154072104213,7.21,Aprovado,8.320105820105821,9.048,7.24,2.0,10.0,6.29,6.02,4.14,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",17.69,14.28,0.0
61,-6.152989725966009,-38.24330552883367,7.21,Aprovado,7.830687830687832,3.6799999999999997,6.566666666666666,10.0,10.0,5.92,6.02,5.15,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.49,94.8,0.95
491,-5.563426380315842,-37.43166100277726,7.2,Aprovado,8.320105820105821,8.765333333333334,7.78,2.0,10.0,6.29,6.02,3.33,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",13.89,18.52,0.0
493,-5.6538567189806095,-37.431419450161656,7.2,Aprovado,8.320105820105821,9.285333333333334,6.5,2.0,10.0,6.29,6.02,5.25,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",16.98,10.72,0.0
557,-5.291898833259505,-37.34214834227297,7.2,Aprovado,8.320105820105821,8.955333333333332,7.313333333333334,2.0,10.0,6.29,6.02,4.03,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.59,15.67,0.0
1547,-6.281775095122849,-36.21003333875891,7.2,Aprovado,9.695767195767196,9.443333333333333,0.6533333333333335,2.0,10.0,7.33,5.85,14.02,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.31,8.35,0.0
89,-6.198080364571741,-38.15285788329548,7.2,Aprovado,7.830687830687832,4.048,5.6066666666666665,10.0,10.0,5.92,6.02,6.59,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.38,89.28,0.0
2196,-6.411263024429487,-35.26135201979499,7.2,Aprovado,9.444444444444445,6.008,5.726666666666667,6.0,3.0,7.14,5.57,6.41,41,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 100.0, ""Nenhuma"": 0.0}",4.44,59.88,0.0
1002,-6.646549713608994,-36.885954929379686,7.2,Aprovado,9.007936507936508,8.100000000000001,6.693333333333333,2.0,10.0,6.81,5.85,4.96,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.31,28.5,0.0
1897,-6.18857757451046,-35.71406566789529,7.2,Aprovado,9.2989417989418,7.826666666666666,6.2,2.0,10.0,7.03,5.57,5.7,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.97,32.6,0.0
1606,-6.190938122747945,-36.12023147585106,7.2,Aprovado,9.66931216931217,9.081333333333333,1.6133333333333333,2.0,10.0,7.31,5.85,12.58,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",3.9,13.78,0.0
1113,-6.329581914211699,-36.75175040505759,7.2,Aprovado,9.007936507936508,8.403333333333334,5.993333333333332,2.0,10.0,6.81,5.85,6.01,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.96,23.95,0.0
1156,-6.3293843309593285,-36.70657866548626,7.2,Aprovado,9.007936507936508,8.718,5.193333333333333,2.0,10.0,6.81,5.85,7.21,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",11.46,19.23,0.0
1114,-6.374777871746479,-36.75155417249851,7.2,Aprovado,9.007936507936508,8.276,6.2666666666666675,2.0,10.0,6.81,5.85,5.6,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.48,25.86,0.0
1044,-6.725835379470415,-36.83962526026083,7.19,Aprovado,9.007936507936508,8.668666666666667,5.2,2.0,10.0,6.81,5.85,7.2,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",11.41,19.97,0.0
1725,-5.828593638644496,-35.941713373246365,7.19,Aprovado,9.66931216931217,9.519333333333332,0.38666666666666627,2.0,10.0,7.31,5.8,14.42,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",5.44,7.21,0.0
1202,-6.464761824276724,-36.6607916298616,7.19,Aprovado,9.007936507936508,8.299333333333333,6.073333333333332,2.0,10.0,6.81,5.85,5.89,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.58,25.51,3.37
1389,-5.876257744801789,-36.43772811582176,7.19,Aprovado,9.66931216931217,8.496666666666666,3.0066666666666664,2.0,10.0,7.31,5.97,10.49,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.14,22.55,0.0
451,-5.292246154451524,-37.47747023573909,7.19,Aprovado,8.320105820105821,8.59,8.14,2.0,10.0,6.29,6.02,2.79,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.63,21.15,0.0
1027,-5.968372602431479,-36.8435558514516,7.19,Aprovado,8.902116402116404,8.141333333333334,6.973333333333334,2.0,10.0,6.73,5.97,4.54,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",15.59,27.88,0.0
1003,-6.691749164776679,-36.885761116181534,7.19,Aprovado,9.007936507936508,8.259333333333332,6.26,2.0,10.0,6.81,5.85,5.61,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.08,26.11,0.0
401,-5.654206883933985,-37.56682846843229,7.19,Aprovado,8.320105820105821,9.396666666666667,6.086666666666667,2.0,10.0,6.29,6.02,5.87,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",13.48,9.05,0.0
2221,-6.500738255569284,-35.21543506394791,7.19,Aprovado,9.444444444444445,5.308,3.88,6.0,10.0,7.14,5.57,9.18,41,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.08,70.38,0.0
400,-5.608988933077248,-37.56693927964996,7.19,Aprovado,8.320105820105821,9.128666666666668,6.753333333333334,2.0,10.0,6.29,6.02,4.87,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.99,13.07,0.0
596,-5.291776498770404,-37.29704309325018,7.18,Aprovado,8.320105820105821,8.887333333333334,7.326666666666667,2.0,10.0,6.29,6.02,4.01,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.71,16.69,0.0
1488,-6.316595555816892,-36.27877110584017,7.18,Aprovado,9.695767195767196,9.382,0.5599999999999994,2.0,10.0,7.33,5.85,14.16,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.56,9.27,0.0
1691,-5.783667932603843,-35.987055431701776,7.18,Aprovado,9.66931216931217,9.186,1.173333333333333,2.0,10.0,7.31,5.8,13.24,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",2.71,12.21,0.0
1699,-6.145017400187497,-35.98508084824869,7.18,Aprovado,9.66931216931217,9.310666666666666,0.8533333333333326,2.0,10.0,7.31,5.57,13.72,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.27,10.34,0.0
58,-6.018566372488436,-38.235723820812616,7.18,Aprovado,7.830687830687832,4.178666666666667,5.0266666666666655,10.0,10.0,5.92,6.02,7.46,15,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",6.91,87.32,0.0
519,-5.292017887613073,-37.38725463459904,7.18,Aprovado,8.320105820105821,8.919333333333334,7.1866666666666665,2.0,10.0,6.29,6.02,4.22,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",4.27,16.21,0.0
1074,-6.329775574968377,-36.796923569034,7.18,Aprovado,9.007936507936508,8.082,6.533333333333333,2.0,10.0,6.81,5.85,5.2,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.33,28.77,0.0
528,-5.698947048405285,-37.38615927719493,7.18,Aprovado,8.320105820105821,9.088666666666667,6.8133333333333335,2.0,10.0,6.29,6.02,4.78,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.93,13.67,0.0
1318,-6.012232463489434,-36.52737396513699,7.18,Aprovado,9.66931216931217,9.643333333333334,0.0,2.0,10.0,7.31,5.85,20.41,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",9.05,5.35,0.0
684,-5.517573149675143,-37.20617061713624,7.18,Aprovado,8.320105820105821,8.642,7.92,2.0,10.0,6.29,6.02,3.12,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",13.98,20.37,0.0
1026,-5.9231731506837,-36.843731928589015,7.17,Aprovado,8.902116402116404,8.32,6.293333333333333,2.0,10.0,6.73,5.97,5.56,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",12.98,25.2,0.0
370,-5.609097757315669,-37.612073978103695,7.17,Aprovado,8.320105820105821,8.925333333333333,7.086666666666667,2.0,10.0,6.29,6.02,4.37,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",8.0,16.12,0.0
1431,-6.281089840512005,-36.39077699109457,7.17,Aprovado,9.695767195767196,9.028,1.359999999999999,2.0,10.0,7.33,5.85,12.96,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",11.39,14.58,0.0
682,-5.427152897807683,-37.20644009401229,7.17,Aprovado,8.320105820105821,8.666666666666668,7.713333333333333,2.0,10.0,6.29,6.02,3.43,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",22.55,20.0,0.0
639,-5.382073773987075,-37.251682814583496,7.17,Aprovado,8.320105820105821,8.697333333333333,7.646666666666667,2.0,10.0,6.29,6.02,3.53,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",15.84,19.54,0.0
1066,-5.968193781314215,-36.7984117488002,7.17,Aprovado,8.902116402116404,8.395333333333333,6.14,2.0,10.0,6.73,5.97,5.79,4,"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}",14.22,24.07,0.0
