id_ponto;latitude_wgs84;longitude_wgs84;vento_bruto_ms;radiacao_solar_bruta;declive_bruto_graus;solo_bruto_codigo;restricao_dados_json;dist_urbana_bruto_km;dist_rede_bruto_km;pct_intersecao_urbana
1692;-5,828836908152254;-35,98681526605325;7,31;5,8;12,5;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,56;7,44;0,0
1693;-5,874005801505198;-35,98657319984333;7,31;5,8;14,65;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,28;3,41;0,0
1694;-5,919174612031596;-35,98632923231983;7,31;5,8;11,21;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,11;4,22;0,0
1695;-5,964343339100515;-35,98608336272455;7,31;5,8;5,73;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,94;8,61;0,0
1696;-6,009511982081158;-35,98583559029317;7,31;5,57;10,76;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,49;13,43;0,0
1697;-6,0546805403428605;-35,985585914255374;7,31;5,57;15,38;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,37;18,34;0,0
1698;-6,099849013255101;-35,985334333834714;7,31;5,57;14,31;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,44;15,26;0,33
1699;-6,145017400187497;-35,98508084824869;7,31;5,57;13,72;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,27;10,34;0,0
1700;-6,190185700509808;-35,984825456708734;7,31;5,57;9,96;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,04;5,56;0,78
1701;-6,235353913591935;-35,98456815842017;7,31;5,57;9,1;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,58;2,2;11,35
1702;-6,280522038803922;-35,98430895258223;7,33;5,57;7,33;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,73;5,37;0,0
1703;-6,325690075515956;-35,98404783838804;7,33;5,57;7,53;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,51;10,14;0,0
1704;-6,370858023098372;-35,983784815024634;7,33;5,57;10,28;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,3;15,06;0,0
1705;-6,416025880921649;-35,98351988167291;7,33;5,57;11,63;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,08;20,02;0,0
1706;-6,461058355702277;-35,983128911781044;7,33;5,57;10,93;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,73;24,98;0,0
1707;-6,485474092562087;-35,97713913307554;7,33;5,57;31,7;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,6;27,74;0,0
1708;-5,065137268302253;-35,9469599170447;7,73;5,8;4,13;23;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,01;6,33;0,0
1709;-5,105910923586643;-35,945382356570235;7,73;5,8;2,05;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,39;2,36;0,0
1710;-5,151079162767964;-35,94516745568558;7,73;5,8;2,27;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,03;3,95;0,0
1711;-5,196247328980065;-35,94495063661853;7,73;5,8;2,17;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,56;8,7;0,0
1712;-5,241415421587664;-35,94473189869723;7,73;5,8;2,56;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,74;10,24;0,0
1713;-5,286583439955597;-35,9445112412438;7,33;5,8;3,41;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,31;7,89;0,0
1714;-5,331751383448819;-35,9442886635743;7,33;5,8;3,18;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";15,24;8,09;0,0
1715;-5,376919251432406;-35,94406416499865;7,33;5,8;2,3;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";19,06;6,31;0,0
1716;-5,422087043271564;-35,943837744820776;7,33;5,8;2,49;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";15,89;8,0;0,0
1717;-5,46725475833161;-35,94360940233847;7,33;5,8;3,35;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,89;9,4;0,0
1718;-5,512422395977995;-35,943379136843454;7,33;5,8;5,69;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";11,39;8,27;0,0
1719;-5,557589955576292;-35,943146947621365;7,33;5,8;5,58;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,25;9,91;0,0
1720;-5,602757436492206;-35,94291283395173;7,33;5,8;4,53;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,73;13,35;0,0
1721;-5,64792483809156;-35,94267679510797;7,33;5,8;5,06;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,76;17,56;0,0
1722;-5,693092159740316;-35,94243883035742;7,33;5,8;7,19;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,7;20,22;0,0
1723;-5,738259400804558;-35,94219893896126;7,33;5,8;8,28;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,02;17,01;0,0
1724;-5,783426560650501;-35,941957120174585;7,31;5,8;12,81;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,43;12,07;0,0
1725;-5,828593638644496;-35,941713373246365;7,31;5,8;14,42;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,44;7,21;0,0
1726;-5,873760634153028;-35,9414676974194;7,31;5,8;16,03;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,62;2,86;2,71
1727;-5,918927546542707;-35,941220091930404;7,31;5,8;10,13;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,83;3,79;0,14
1728;-5,964094375180286;-35,940970556009894;7,31;5,8;10,22;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,43;8,4;5,33
1729;-6,0092611194326455;-35,940719088882304;7,31;5,57;11,96;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,13;13,3;0,0
1730;-6,054427778666816;-35,940465689765844;7,31;5,57;16,66;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,21;18,25;0,0
1731;-6,099594352249948;-35,9402103578726;7,31;5,57;15,59;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,68;16,73;1,6
1732;-6,144760839549345;-35,9399530924085;7,31;5,57;12,15;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,7;12,41;0,0
1733;-6,189927239932441;-35,939693892573274;7,31;5,57;9,06;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,33;8,83;0,0
1734;-6,235093552766816;-35,93943275756048;7,31;5,57;11,45;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,52;7,2;0,0
1735;-6,280259777420188;-35,93916968655749;7,33;5,57;9,73;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,02;8,71;0,0
1736;-6,3254259132604185;-35,93890467874551;7,33;5,57;9,94;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";11,56;12,24;0,0
1737;-6,370591959655517;-35,9386377332995;7,33;5,57;6,7;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,27;16,55;0,0
1738;-6,415757915973627;-35,93836884938826;7,33;5,57;21,51;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,28;21,16;0,0
1739;-6,460923781583047;-35,938098026174345;7,33;5,57;12,08;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,07;25,92;7,55
1740;-6,487718492906029;-35,93712477869093;6,89;5,57;21,21;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,71;28,8;0,0
1741;-5,072322519861248;-35,90290245414775;7,88;5,8;3,77;23;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,48;3,05;0,0
1742;-5,105694830108474;-35,9003362885743;7,88;5,8;2,39;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,93;2,03;0,0
1743;-5,150861147785967;-35,90011823085982;7,88;5,8;2,71;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,03;4,73;1,14
1744;-5,196027392235007;-35,89989822678804;7,88;5,8;2,44;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,29;9,08;0,0
1745;-5,241193562817989;-35,899676275677315;7,88;5,8;2,57;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,81;7,27;0,0
1746;-5,286359658897416;-35,89945237683988;7,38;5,8;2,98;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,17;3,22;0,0
1747;-5,331525679835921;-35,89922652958179;7,38;5,8;2,86;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,15;4,22;0,0
1748;-5,376691624996251;-35,89899873320294;7,38;5,8;4,19;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";16,69;1,31;0,0
1749;-5,4218574937412765;-35,89876898699709;7,38;5,8;3,22;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,81;5,1;0,0
1750;-5,467023285433991;-35,898537290251774;7,38;5,8;2,9;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,82;10,01;0,0
1751;-5,512188999437511;-35,89830364224841;7,38;5,8;4,18;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,44;13,26;0,0
1752;-5,557354635115072;-35,89806804226219;7,38;5,8;5,13;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,88;14,35;0,0
1753;-5,602520191830043;-35,89783048956215;7,38;5,8;4,15;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,96;16,9;0,0
1754;-5,647685668945913;-35,89759098341111;7,38;5,8;5,3;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,97;20,39;0,0
1755;-5,692851065826303;-35,89734952306572;7,38;5,8;5,71;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";0,59;23,02;0,37
1756;-5,738016381834957;-35,89710610777638;7,38;5,8;13,05;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,5;18,33;0,0
1757;-5,783181616335754;-35,896860736787346;7,03;5,8;15,38;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,26;13,87;0,0
1758;-5,828346768692696;-35,89661340933658;7,03;5,8;17,17;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,76;9,92;0,0
1759;-5,873511838269921;-35,896364124655896;7,03;5,8;9,8;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,0;7,4;0,0
1760;-5,918676824431701;-35,89611288197084;7,03;5,8;6,15;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,9;7,81;0,0
1761;-5,963841726542433;-35,895859680500735;7,03;5,8;10,47;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,3;10,83;0,0
1762;-6,009006543966658;-35,895604519458665;7,03;5,57;4,62;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,18;14,95;1,11
1763;-6,054171276069041;-35,89534739805147;7,03;5,57;4,7;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,45;19,48;0,0
1764;-6,099335922214394;-35,89508831547975;7,03;5,57;6,71;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,07;19,42;4,28
1765;-6,144500481767661;-35,89482727093782;7,03;5,57;10,89;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,99;15,84;0,0
1766;-6,189664954093921;-35,89456426361375;7,03;5,57;9,47;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,09;13,23;0,0
1767;-6,234829338558395;-35,89429929268936;7,03;5,57;5,59;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,79;12,2;0,0
1768;-6,279993634526447;-35,894032357340144;6,89;5,57;4,56;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";12,42;13,15;0,0
1769;-6,3251578413635725;-35,893763456735364;6,89;5,57;4,72;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,55;15,71;0,0
1770;-6,37032195843542;-35,89349259003798;6,89;5,57;7,61;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,49;19,26;0,0
1771;-6,415485985107773;-35,89321975640463;6,89;5,57;11,0;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,91;23,34;0,0
1772;-6,460649920746559;-35,89294495498569;6,89;5,57;17,57;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,02;27,73;0,0
1773;-6,4866413466209725;-35,89412530297666;6,89;5,57;20,84;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,34;30,28;0,0
1774;-5,0762220227130435;-35,857365214443234;7,88;5,8;3,92;23;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,14;3,76;0,0
1775;-5,105475585687176;-35,85529216625858;7,88;5,8;2,3;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,27;3,64;0,0
1776;-5,150639953843937;-35,85507095238975;7,88;5,8;2,26;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,06;7,14;0,81
1777;-5,195804248509266;-35,85484776399487;7,88;5,8;2,36;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,28;11,77;0,0
1778;-5,240968469043192;-35,8546226003825;7,88;5,8;2,45;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,13;7,14;5,36
1779;-5,286132614805871;-35,85439546085499;7,38;5,8;2,43;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,66;2,9;0,0
1780;-5,331296685157568;-35,85416634470841;7,38;5,8;2,13;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,61;3,98;0,0
1781;-5,376460679458669;-35,85393525123262;7,38;5,8;2,89;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";15,59;3,69;0,0
1782;-5,421624597069682;-35,85370217971121;7,38;5,8;4,03;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";11,14;6,16;0,0
1783;-5,466788437351232;-35,853467129421496;7,38;5,8;3,7;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,28;10,59;0,0
1784;-5,51195219966407;-35,853230099634565;7,38;5,8;4,99;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";1,75;15,38;3,61
1785;-5,55711588336907;-35,8529910896152;7,38;5,8;4,84;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,15;19,06;2,73
1786;-5,6022794878272215;-35,852750098621925;7,38;5,8;4,66;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,57;21,05;0,0
1787;-5,64744301239965;-35,852507125906975;7,38;5,8;5,24;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,75;23,94;0,0
1788;-5,692606456447602;-35,852262170716315;7,38;5,8;6,55;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,95;25,03;0,0
1789;-5,737769819332449;-35,85201523228958;7,38;5,8;6,34;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,56;20,8;0,0
1790;-5,782933100415686;-35,85176630986016;7,03;5,8;4,38;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,63;16,99;0,0
1791;-5,8280962990589495;-35,85151540265509;7,03;5,8;4,55;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,66;13,97;0,1
1792;-5,873259414623995;-35,85126250989512;7,03;5,8;4,23;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,66;12,3;0,0
1793;-5,918422446472711;-35,85100763079469;7,03;5,8;6,28;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,23;12,55;0,0
1794;-5,963585393967119;-35,85075076456189;7,03;5,8;4,39;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";4,09;14,62;0,0
1795;-6,008748256469367;-35,85049191039851;7,03;5,57;4,0;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";2,03;17,89;2,72
1796;-6,053911033341749;-35,8502310675;7,03;5,57;7,1;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,62;21,82;0,0
1797;-6,099073723946682;-35,84996823505545;7,03;5,57;7,73;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,0;22,89;0,0
1798;-6,144236327646721;-35,849703412247614;7,03;5,57;10,83;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,06;19,95;0,0
1799;-6,189398843804556;-35,849436598252915;7,03;5,57;7,3;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,18;17,94;0,0
1800;-6,234561271783023;-35,84916779224138;7,03;5,57;7,61;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,43;17,2;0,0
1801;-6,279723610945085;-35,848896993376705;6,89;5,57;5,02;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";9,03;17,89;0,0
1802;-6,32488586065385;-35,84862420081618;6,89;5,57;5,93;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,83;19,85;0,0
1803;-6,370048020272566;-35,84834941371075;6,89;5,57;6,4;15;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";5,74;22,76;0,0
1804;-6,415210089164618;-35,84807263120496;6,89;5,57;12,82;21;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,06;26,3;0,0
1805;-6,460372066693538;-35,84779385243693;6,89;5,57;19,3;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,76;30,26;0,0
1806;-6,485189289631904;-35,849716164362476;6,89;5,57;20,08;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,18;32,44;0,0
1807;-5,07863894957024;-35,811686098696434;7,88;5,8;4,17;23;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";10,48;8,44;0,0
1808;-5,105253190998552;-35,81025001778205;7,88;5,8;2,55;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";8,66;8,51;0,0
1809;-5,150415581623738;-35,81002564844409;7,88;5,8;2,54;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";7,05;10,49;0,0
1810;-5,195577898490767;-35,80979927641753;7,88;5,8;2,4;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,91;13,84;0,0
1811;-5,240740140957283;-35,80957090100119;7,88;5,8;2,26;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";3,43;9,95;0,0
1812;-5,285902308381041;-35,8093405214875;7,38;5,8;2,26;4;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";6,67;7,51;0,0
1813;-5,331064400119913;-35,809108137162596;7,38;5,8;2,68;41;"{""Prote\u00e7\u00e3o Integral"": 0.0, ""Uso Sustent\u00e1vel"": 0.0, ""Nenhuma"": 100.0}";11,26;7,99;0,0
